Time(s)	Ch1 (FF)	Ch2 (FF)	Ch3 (BF)
29.1	-1.4157	0.33	1.5828
29.11	-1.4158	0.3304	1.5828
29.12	-1.4158	0.3307	1.5828
29.13	-1.4159	0.3311	1.5828
29.14	-1.4159	0.3315	1.5827
29.15	-1.4159	0.332	1.5827
29.16	-1.4159	0.3326	1.5826
29.17	-1.4159	0.3332	1.5826
29.18	-1.4159	0.3339	1.5825
29.19	-1.4159	0.3347	1.5824
29.2	-1.416	0.3357	1.5824
29.21	-1.416	0.3369	1.5823
29.22	-1.4161	0.3382	1.5822
29.23	-1.4162	0.3399	1.5822
29.24	-1.4163	0.342	1.5821
29.25	-1.4164	0.3444	1.582
29.26	-1.4164	0.3471	1.5819
29.27	-1.4165	0.3502	1.5817
29.28	-1.4165	0.3537	1.5816
29.29	-1.4165	0.3574	1.5815
29.3	-1.4166	0.3618	1.5814
29.31	-1.4166	0.3669	1.5813
29.32	-1.4167	0.3724	1.5813
29.33	-1.4167	0.378	1.5812
29.34	-1.4168	0.3846	1.5811
29.35	-1.4168	0.3922	1.581
29.36	-1.4169	0.4005	1.5809
29.37	-1.417	0.4096	1.5808
29.38	-1.417	0.4194	1.5807
29.39	-1.417	0.4301	1.5806
29.4	-1.417	0.4418	1.5805
29.41	-1.417	0.4543	1.5804
29.42	-1.4171	0.4676	1.5803
29.43	-1.4171	0.4822	1.5802
29.44	-1.4171	0.4979	1.5801
29.45	-1.4171	0.5142	1.58
29.46	-1.4171	0.5311	1.5799
29.47	-1.4172	0.5488	1.5798
29.48	-1.4172	0.5673	1.5798
29.49	-1.4172	0.5868	1.5797
29.5	-1.4172	0.6068	1.5796
29.51	-1.4172	0.6271	1.5795
29.52	-1.4172	0.6475	1.5794
29.53	-1.4171	0.6678	1.5794
29.54	-1.4171	0.6873	1.5793
29.55	-1.4171	0.7073	1.5792
29.56	-1.4171	0.7292	1.5791
29.57	-1.4171	0.752	1.579
29.58	-1.4171	0.7749	1.5789
29.59	-1.4171	0.7967	1.5788
29.6	-1.4171	0.8169	1.5786
29.61	-1.4171	0.8359	1.5785
29.62	-1.417	0.8538	1.5784
29.63	-1.417	0.8703	1.5783
29.64	-1.417	0.8855	1.5782
29.65	-1.4169	0.8992	1.5781
29.66	-1.4169	0.9111	1.578
29.67	-1.4169	0.9211	1.578
29.68	-1.4169	0.9295	1.5779
29.69	-1.4169	0.9364	1.5778
29.7	-1.4169	0.9411	1.5777
29.71	-1.4169	0.9434	1.5776
29.72	-1.4169	0.9435	1.5775
29.73	-1.4169	0.9417	1.5774
29.74	-1.4169	0.938	1.5773
29.75	-1.4169	0.9321	1.5772
29.76	-1.4169	0.9247	1.5771
29.77	-1.4169	0.9158	1.5771
29.78	-1.4169	0.9048	1.577
29.79	-1.4169	0.892	1.577
29.8	-1.417	0.878	1.5769
29.81	-1.417	0.8624	1.5768
29.82	-1.4171	0.8455	1.5768
29.83	-1.4171	0.8278	1.5767
29.84	-1.4172	0.8095	1.5767
29.85	-1.4172	0.7905	1.5766
29.86	-1.4172	0.7709	1.5766
29.87	-1.4173	0.7508	1.5766
29.88	-1.4173	0.7305	1.5765
29.89	-1.4174	0.7105	1.5765
29.9	-1.4174	0.6912	1.5765
29.91	-1.4175	0.6719	1.5765
29.92	-1.4176	0.6505	1.5765
29.93	-1.4177	0.6282	1.5765
29.94	-1.4177	0.6066	1.5764
29.95	-1.4178	0.5864	1.5764
29.96	-1.4179	0.5672	1.5764
29.97	-1.4179	0.5488	1.5764
29.98	-1.418	0.5312	1.5764
29.99	-1.4181	0.5148	1.5764
30.0	-1.4181	0.4993	1.5764
30.01	-1.4182	0.4842	1.5763
30.02	-1.4182	0.4701	1.5763
30.03	-1.4183	0.4569	1.5763
30.04	-1.4184	0.4447	1.5762
30.05	-1.4184	0.4336	1.5762
30.06	-1.4184	0.4234	1.5762
30.07	-1.4185	0.4138	1.5762
30.08	-1.4185	0.405	1.5762
30.09	-1.4185	0.3969	1.5761
30.1	-1.4186	0.3895	1.5761
30.11	-1.4186	0.3824	1.5761
30.12	-1.4186	0.376	1.576
30.13	-1.4187	0.3707	1.5759
30.14	-1.4186	0.3661	1.5759
30.15	-1.4186	0.3618	1.5758
30.16	-1.4186	0.3578	1.5758
30.17	-1.4186	0.3539	1.5758
30.18	-1.4186	0.3506	1.5758
30.19	-1.4185	0.3478	1.5758
30.2	-1.4185	0.3454	1.5758
30.21	-1.4185	0.3432	1.5757
30.22	-1.4185	0.3412	1.5756
30.23	-1.4185	0.3394	1.5756
30.24	-1.4185	0.3379	1.5756
30.25	-1.4185	0.3367	1.5755
30.26	-1.4184	0.3357	1.5755
30.27	-1.4184	0.3348	1.5754
30.28	-1.4184	0.3339	1.5754
30.29	-1.4184	0.3332	1.5754
30.3	-1.4183	0.3325	1.5754
30.31	-1.4183	0.3319	1.5754
30.32	-1.4183	0.3314	1.5754
30.33	-1.4183	0.331	1.5753
30.34	-1.4183	0.3307	1.5753
30.35	-1.4183	0.3304	1.5752
30.36	-1.4184	0.3301	1.5752
30.37	-1.4184	0.3299	1.5751
30.38	-1.4184	0.3297	1.575
30.39	-1.4184	0.3296	1.575
30.4	-1.4184	0.3295	1.575
30.41	-1.4184	0.3294	1.575
30.42	-1.4184	0.3292	1.5749
30.43	-1.4184	0.3292	1.5749
30.44	-1.4184	0.3291	1.5748
30.45	-1.4184	0.329	1.5747
30.46	-1.4184	0.3289	1.5747
30.47	-1.4184	0.3289	1.5746
30.48	-1.4184	0.3288	1.5745
30.49	-1.4185	0.3288	1.5745
30.5	-1.4185	0.3287	1.5744
30.51	-1.4185	0.3286	1.5743
30.52	-1.4185	0.3286	1.5743
30.53	-1.4185	0.3285	1.5742
30.54	-1.4184	0.3284	1.5741
30.55	-1.4184	0.3284	1.574
30.56	-1.4185	0.3284	1.574
30.57	-1.4185	0.3284	1.5739
30.58	-1.4185	0.3283	1.5738
30.59	-1.4185	0.3283	1.5738
30.6	-1.4185	0.3282	1.5738
30.61	-1.4185	0.3282	1.5737
30.62	-1.4185	0.3282	1.5737
30.63	-1.4185	0.3282	1.5737
30.64	-1.4185	0.3281	1.5736
30.65	-1.4185	0.3281	1.5736
30.66	-1.4185	0.3281	1.5736
30.67	-1.4185	0.3281	1.5736
30.68	-1.4185	0.3281	1.5735
30.69	-1.4185	0.328	1.5735
30.7	-1.4185	0.328	1.5735
30.71	-1.4186	0.328	1.5734
30.72	-1.4186	0.328	1.5734
30.73	-1.4186	0.328	1.5733
30.74	-1.4186	0.328	1.5733
30.75	-1.4186	0.328	1.5732
30.76	-1.4186	0.3279	1.5731
30.77	-1.4186	0.3279	1.573
30.78	-1.4186	0.3279	1.573
30.79	-1.4186	0.3279	1.5729
30.8	-1.4186	0.3279	1.5728
30.81	-1.4186	0.3279	1.5727
30.82	-1.4186	0.3279	1.5726
30.83	-1.4186	0.3279	1.5725
30.84	-1.4186	0.3279	1.5724
30.85	-1.4186	0.3279	1.5723
30.86	-1.4186	0.3278	1.5722
30.87	-1.4186	0.3278	1.5721
30.88	-1.4186	0.3278	1.572
30.89	-1.4185	0.3278	1.572
30.9	-1.4185	0.3277	1.5719
30.91	-1.4185	0.3277	1.5718
30.92	-1.4185	0.3277	1.5717
30.93	-1.4185	0.3277	1.5716
30.94	-1.4185	0.3277	1.5715
30.95	-1.4185	0.3276	1.5715
30.96	-1.4185	0.3276	1.5714
30.97	-1.4185	0.3276	1.5714
30.98	-1.4185	0.3275	1.5714
30.99	-1.4185	0.3275	1.5713
31.0	-1.4185	0.3274	1.5713
31.01	-1.4185	0.3273	1.5712
31.02	-1.4185	0.3273	1.5712
31.03	-1.4185	0.3272	1.5711
31.04	-1.4185	0.3272	1.5711
31.05	-1.4185	0.3271	1.571
31.06	-1.4185	0.3271	1.571
31.07	-1.4185	0.327	1.571
31.08	-1.4186	0.3269	1.571
31.09	-1.4186	0.3268	1.571
31.1	-1.4186	0.3267	1.5709
31.11	-1.4187	0.3266	1.5708
31.12	-1.4187	0.3266	1.5708
31.13	-1.4187	0.3265	1.5708
31.14	-1.4187	0.3265	1.5707
31.15	-1.4187	0.3264	1.5707
31.16	-1.4187	0.3263	1.5706
31.17	-1.4187	0.3262	1.5706
31.18	-1.4187	0.3261	1.5706
31.19	-1.4188	0.326	1.5705
31.2	-1.4188	0.3259	1.5704
31.21	-1.4188	0.3259	1.5703
31.22	-1.4189	0.3258	1.5703
31.23	-1.4189	0.3258	1.5702
31.24	-1.419	0.3257	1.5702
31.25	-1.419	0.3257	1.5701
31.26	-1.419	0.3256	1.5701
31.27	-1.419	0.3256	1.5701
31.28	-1.4191	0.3255	1.57
31.29	-1.4191	0.3255	1.57
31.3	-1.4191	0.3254	1.5699
31.31	-1.4192	0.3254	1.5699
31.32	-1.4192	0.3254	1.5698
31.33	-1.4193	0.3254	1.5698
31.34	-1.4193	0.3254	1.5697
31.35	-1.4194	0.3254	1.5697
31.36	-1.4194	0.3253	1.5696
31.37	-1.4195	0.3253	1.5696
31.38	-1.4195	0.3253	1.5695
31.39	-1.4196	0.3252	1.5695
31.4	-1.4196	0.3252	1.5695
31.41	-1.4196	0.3252	1.5695
31.42	-1.4196	0.3252	1.5695
31.43	-1.4196	0.3252	1.5695
31.44	-1.4197	0.3252	1.5695
31.45	-1.4197	0.3252	1.5695
31.46	-1.4197	0.3251	1.5694
31.47	-1.4197	0.3251	1.5694
31.48	-1.4197	0.3251	1.5693
31.49	-1.4197	0.3251	1.5693
31.5	-1.4197	0.3251	1.5693
31.51	-1.4197	0.3251	1.5693
31.52	-1.4197	0.3251	1.5693
31.53	-1.4197	0.3252	1.5693
31.54	-1.4197	0.3252	1.5693
31.55	-1.4197	0.3253	1.5693
31.56	-1.4197	0.3253	1.5693
31.57	-1.4196	0.3254	1.5692
31.58	-1.4196	0.3255	1.5692
31.59	-1.4197	0.3256	1.5692
31.6	-1.4197	0.3258	1.5692
31.61	-1.4197	0.326	1.5691
31.62	-1.4197	0.3263	1.5691
31.63	-1.4198	0.3265	1.5691
31.64	-1.4198	0.3268	1.569
31.65	-1.4197	0.3273	1.569
31.66	-1.4197	0.3278	1.5689
31.67	-1.4197	0.3284	1.5689
31.68	-1.4197	0.329	1.5688
31.69	-1.4197	0.3297	1.5687
31.7	-1.4198	0.3307	1.5687
31.71	-1.4198	0.3319	1.5687
31.72	-1.4198	0.3332	1.5686
31.73	-1.4199	0.3345	1.5685
31.74	-1.4199	0.3361	1.5684
31.75	-1.4199	0.3381	1.5683
31.76	-1.4199	0.3402	1.5682
31.77	-1.4199	0.3426	1.5681
31.78	-1.42	0.3454	1.568
31.79	-1.42	0.3485	1.5679
31.8	-1.42	0.3519	1.5678
31.81	-1.42	0.3559	1.5678
31.82	-1.4201	0.3606	1.5677
31.83	-1.4201	0.366	1.5676
31.84	-1.4202	0.3716	1.5676
31.85	-1.4202	0.3779	1.5675
31.86	-1.4202	0.3851	1.5674
31.87	-1.4203	0.3931	1.5673
31.88	-1.4203	0.4017	1.5672
31.89	-1.4203	0.4111	1.5672
31.9	-1.4204	0.4217	1.5671
31.91	-1.4204	0.4334	1.5671
31.92	-1.4204	0.4458	1.567
31.93	-1.4205	0.4588	1.567
31.94	-1.4205	0.4727	1.567
31.95	-1.4205	0.4878	1.5669
31.96	-1.4206	0.5039	1.5669
31.97	-1.4206	0.5208	1.5668
31.98	-1.4206	0.5386	1.5668
31.99	-1.4206	0.557	1.5667
32.0	-1.4207	0.5762	1.5667
32.01	-1.4207	0.5958	1.5667
32.02	-1.4208	0.616	1.5667
32.03	-1.4208	0.6365	1.5667
32.04	-1.4208	0.6571	1.5666
32.05	-1.4208	0.6775	1.5666
32.06	-1.4209	0.697	1.5666
32.07	-1.4209	0.718	1.5666
32.08	-1.4209	0.7412	1.5665
32.09	-1.421	0.7648	1.5665
32.1	-1.421	0.7872	1.5664
32.11	-1.421	0.8084	1.5664
32.12	-1.421	0.8285	1.5663
32.13	-1.421	0.8473	1.5663
32.14	-1.421	0.865	1.5662
32.15	-1.421	0.8816	1.5662
32.16	-1.421	0.8965	1.5661
32.17	-1.4211	0.9097	1.5661
32.18	-1.4211	0.9217	1.566
32.19	-1.4211	0.9316	1.566
32.2	-1.4211	0.9393	1.5659
32.21	-1.4211	0.9454	1.5659
32.22	-1.4211	0.9496	1.5658
32.23	-1.4211	0.9517	1.5658
32.24	-1.4211	0.9521	1.5657
32.25	-1.4211	0.9505	1.5657
32.26	-1.421	0.9465	1.5656
32.27	-1.421	0.9406	1.5656
32.28	-1.421	0.9327	1.5655
32.29	-1.421	0.9228	1.5655
32.3	-1.421	0.9113	1.5655
32.31	-1.4209	0.8982	1.5654
32.32	-1.4209	0.8836	1.5654
32.33	-1.4209	0.8675	1.5654
32.34	-1.4209	0.8504	1.5653
32.35	-1.4209	0.8323	1.5653
32.36	-1.4209	0.8134	1.5652
32.37	-1.4209	0.7938	1.5652
32.38	-1.4209	0.7739	1.5651
32.39	-1.4208	0.7536	1.5651
32.4	-1.4208	0.7332	1.5651
32.41	-1.4208	0.713	1.565
32.42	-1.4208	0.6933	1.565
32.43	-1.4208	0.6735	1.565
32.44	-1.4208	0.6518	1.5649
32.45	-1.4208	0.6295	1.5649
32.46	-1.4208	0.6077	1.5648
32.47	-1.4209	0.5869	1.5648
32.48	-1.4209	0.5669	1.5647
32.49	-1.421	0.5479	1.5647
32.5	-1.421	0.5298	1.5646
32.51	-1.421	0.5128	1.5646
32.52	-1.421	0.4969	1.5646
32.53	-1.4211	0.4817	1.5645
32.54	-1.4211	0.4671	1.5644
32.55	-1.4211	0.4537	1.5644
32.56	-1.4211	0.4412	1.5643
32.57	-1.4211	0.4294	1.5642
32.58	-1.4211	0.4184	1.5641
32.59	-1.4212	0.4086	1.564
32.6	-1.4212	0.3993	1.564
32.61	-1.4212	0.3904	1.5639
32.62	-1.4213	0.3824	1.5639
32.63	-1.4213	0.3754	1.5638
32.64	-1.4213	0.369	1.5637
32.65	-1.4213	0.363	1.5636
32.66	-1.4213	0.3579	1.5634
32.67	-1.4213	0.3534	1.5633
32.68	-1.4213	0.3492	1.5632
32.69	-1.4213	0.3453	1.5632
32.7	-1.4213	0.3418	1.5631
32.71	-1.4214	0.3386	1.563
32.72	-1.4214	0.3357	1.563
32.73	-1.4214	0.3332	1.5629
32.74	-1.4214	0.331	1.5629
32.75	-1.4214	0.3291	1.5628
32.76	-1.4214	0.3275	1.5628
32.77	-1.4214	0.3261	1.5627
32.78	-1.4214	0.3249	1.5626
32.79	-1.4214	0.3239	1.5626
32.8	-1.4214	0.3231	1.5625
32.81	-1.4215	0.3223	1.5624
32.82	-1.4215	0.3216	1.5624
32.83	-1.4215	0.3209	1.5624
32.84	-1.4216	0.3202	1.5623
32.85	-1.4216	0.3196	1.5623
32.86	-1.4216	0.3191	1.5622
32.87	-1.4216	0.3187	1.5622
32.88	-1.4216	0.3184	1.5622
32.89	-1.4216	0.3181	1.5621
32.9	-1.4216	0.3178	1.562
32.91	-1.4216	0.3175	1.562
32.92	-1.4216	0.3173	1.5619
32.93	-1.4217	0.3171	1.5618
32.94	-1.4217	0.3169	1.5618
32.95	-1.4217	0.3168	1.5617
32.96	-1.4217	0.3166	1.5616
32.97	-1.4217	0.3165	1.5616
32.98	-1.4217	0.3164	1.5616
32.99	-1.4217	0.3162	1.5615
33.0	-1.4217	0.3162	1.5615
33.01	-1.4216	0.3161	1.5614
33.02	-1.4216	0.316	1.5613
33.03	-1.4216	0.3159	1.5613
33.04	-1.4217	0.3159	1.5612
33.05	-1.4217	0.3158	1.5612
33.06	-1.4217	0.3158	1.5611
33.07	-1.4217	0.3157	1.5611
33.08	-1.4217	0.3156	1.561
33.09	-1.4217	0.3156	1.561
33.1	-1.4217	0.3155	1.5609
33.11	-1.4217	0.3154	1.5609
33.12	-1.4218	0.3154	1.5608
33.13	-1.4217	0.3153	1.5608
33.14	-1.4217	0.3152	1.5607
33.15	-1.4218	0.3151	1.5607
33.16	-1.4218	0.315	1.5607
33.17	-1.4218	0.3149	1.5606
33.18	-1.4218	0.3148	1.5606
33.19	-1.4218	0.3147	1.5605
33.2	-1.4218	0.3146	1.5605
33.21	-1.4218	0.3145	1.5604
33.22	-1.4218	0.3144	1.5604
33.23	-1.4218	0.3143	1.5604
33.24	-1.4218	0.3142	1.5603
33.25	-1.4218	0.3142	1.5603
33.26	-1.4218	0.314	1.5602
33.27	-1.4218	0.3139	1.5602
33.28	-1.4218	0.3138	1.5602
33.29	-1.4218	0.3137	1.5601
33.3	-1.4218	0.3135	1.5601
33.31	-1.4218	0.3134	1.56
33.32	-1.4218	0.3133	1.56
33.33	-1.4218	0.3132	1.56
33.34	-1.4218	0.313	1.56
33.35	-1.4217	0.3129	1.56
33.36	-1.4217	0.3129	1.5599
33.37	-1.4217	0.3128	1.5598
33.38	-1.4217	0.3126	1.5598
33.39	-1.4217	0.3126	1.5598
33.4	-1.4218	0.3125	1.5597
33.41	-1.4218	0.3124	1.5597
33.42	-1.4218	0.3124	1.5596
33.43	-1.4218	0.3123	1.5596
33.44	-1.4218	0.3123	1.5595
33.45	-1.4218	0.3122	1.5594
33.46	-1.4217	0.312	1.5594
33.47	-1.4217	0.3119	1.5593
33.48	-1.4217	0.3119	1.5592
33.49	-1.4217	0.3118	1.5592
33.5	-1.4217	0.3117	1.5591
33.51	-1.4218	0.3117	1.5591
33.52	-1.4218	0.3116	1.559
33.53	-1.4218	0.3116	1.559
33.54	-1.4218	0.3115	1.5589
33.55	-1.4218	0.3114	1.5589
33.56	-1.4218	0.3112	1.5588
33.57	-1.4219	0.3111	1.5587
33.58	-1.4218	0.311	1.5586
33.59	-1.4219	0.3109	1.5586
33.6	-1.4219	0.3108	1.5585
33.61	-1.4219	0.3108	1.5584
33.62	-1.4219	0.3107	1.5584
33.63	-1.4219	0.3106	1.5583
33.64	-1.4219	0.3106	1.5583
33.65	-1.4219	0.3105	1.5582
33.66	-1.4219	0.3104	1.5581
33.67	-1.4219	0.3103	1.558
33.68	-1.4219	0.3102	1.558
33.69	-1.4219	0.3101	1.5579
33.7	-1.4219	0.31	1.5579
33.71	-1.4219	0.3099	1.5578
33.72	-1.4219	0.3098	1.5578
33.73	-1.4219	0.3097	1.5577
33.74	-1.4219	0.3096	1.5576
33.75	-1.4219	0.3095	1.5576
33.76	-1.4219	0.3094	1.5576
33.77	-1.4218	0.3093	1.5575
33.78	-1.4218	0.3092	1.5575
33.79	-1.4218	0.3091	1.5575
33.8	-1.4218	0.3091	1.5575
33.81	-1.4218	0.309	1.5575
33.82	-1.4218	0.3089	1.5574
33.83	-1.4218	0.3088	1.5574
33.84	-1.4218	0.3086	1.5574
33.85	-1.4218	0.3085	1.5574
33.86	-1.4219	0.3084	1.5573
33.87	-1.4219	0.3084	1.5573
33.88	-1.4219	0.3082	1.5572
33.89	-1.4219	0.3082	1.5572
33.9	-1.4219	0.3081	1.5572
33.91	-1.422	0.308	1.5572
33.92	-1.422	0.3078	1.5573
33.93	-1.422	0.3077	1.5572
33.94	-1.422	0.3077	1.5572
33.95	-1.422	0.3076	1.5572
33.96	-1.422	0.3074	1.5572
33.97	-1.4221	0.3073	1.5571
33.98	-1.4221	0.3072	1.5571
33.99	-1.4222	0.3071	1.5571
34.0	-1.4222	0.307	1.557
34.01	-1.4222	0.3069	1.557
34.02	-1.4223	0.3068	1.5569
34.03	-1.4223	0.3066	1.5569
34.04	-1.4223	0.3065	1.5568
34.05	-1.4223	0.3064	1.5568
34.06	-1.4223	0.3063	1.5567
34.07	-1.4224	0.3062	1.5567
34.08	-1.4224	0.3062	1.5566
34.09	-1.4224	0.306	1.5565
34.1	-1.4224	0.3059	1.5565
34.11	-1.4225	0.3058	1.5564
34.12	-1.4225	0.3057	1.5564
34.13	-1.4225	0.3056	1.5563
34.14	-1.4225	0.3055	1.5562
34.15	-1.4225	0.3054	1.5561
34.16	-1.4225	0.3053	1.5561
34.17	-1.4225	0.3052	1.556
34.18	-1.4226	0.3052	1.5559
34.19	-1.4226	0.3051	1.5558
34.2	-1.4226	0.305	1.5557
34.21	-1.4226	0.305	1.5556
34.22	-1.4226	0.3049	1.5556
34.23	-1.4226	0.3048	1.5555
34.24	-1.4226	0.3047	1.5554
34.25	-1.4226	0.3046	1.5553
34.26	-1.4226	0.3046	1.5552
34.27	-1.4226	0.3045	1.5552
34.28	-1.4226	0.3044	1.5551
34.29	-1.4226	0.3043	1.5551
34.3	-1.4226	0.3042	1.5551
34.31	-1.4226	0.3042	1.555
34.32	-1.4226	0.3041	1.5549
34.33	-1.4226	0.304	1.5549
34.34	-1.4226	0.304	1.5548
34.35	-1.4226	0.3038	1.5548
34.36	-1.4226	0.3037	1.5548
34.37	-1.4227	0.3036	1.5548
34.38	-1.4227	0.3036	1.5548
34.39	-1.4227	0.3034	1.5548
34.4	-1.4227	0.3033	1.5549
34.41	-1.4227	0.3032	1.5548
34.42	-1.4228	0.3031	1.5548
34.43	-1.4228	0.303	1.5548
34.44	-1.4228	0.3029	1.5548
34.45	-1.4228	0.3028	1.5548
34.46	-1.4228	0.3027	1.5548
34.47	-1.4228	0.3026	1.5547
34.48	-1.4229	0.3025	1.5547
34.49	-1.4229	0.3024	1.5547
34.5	-1.423	0.3023	1.5547
34.51	-1.423	0.3022	1.5547
34.52	-1.423	0.3021	1.5547
34.53	-1.423	0.302	1.5546
34.54	-1.423	0.3018	1.5546
34.55	-1.4231	0.3017	1.5546
34.56	-1.4231	0.3016	1.5545
34.57	-1.4231	0.3015	1.5545
34.58	-1.4231	0.3014	1.5544
34.59	-1.4231	0.3012	1.5544
34.6	-1.4232	0.3011	1.5544
34.61	-1.4232	0.3011	1.5544
34.62	-1.4231	0.301	1.5543
34.63	-1.4231	0.3009	1.5543
34.64	-1.4231	0.3008	1.5542
34.65	-1.4232	0.3007	1.5542
34.66	-1.4232	0.3006	1.5541
34.67	-1.4232	0.3005	1.554
34.68	-1.4232	0.3004	1.554
34.69	-1.4232	0.3002	1.554
34.7	-1.4232	0.3001	1.5539
34.71	-1.4232	0.2999	1.5539
34.72	-1.4232	0.2998	1.5539
34.73	-1.4232	0.2997	1.5539
34.74	-1.4232	0.2996	1.5539
34.75	-1.4232	0.2995	1.5538
34.76	-1.4232	0.2994	1.5538
34.77	-1.4232	0.2994	1.5537
34.78	-1.4232	0.2992	1.5537
34.79	-1.4232	0.2991	1.5536
34.8	-1.4232	0.2989	1.5536
34.81	-1.4232	0.2988	1.5535
34.82	-1.4232	0.2987	1.5535
34.83	-1.4231	0.2986	1.5534
34.84	-1.4231	0.2984	1.5534
34.85	-1.4231	0.2983	1.5534
34.86	-1.4231	0.2982	1.5533
34.87	-1.4231	0.2981	1.5533
34.88	-1.4231	0.298	1.5532
34.89	-1.4231	0.2979	1.5531
34.9	-1.4231	0.2977	1.553
34.91	-1.4231	0.2976	1.553
34.92	-1.423	0.2975	1.5529
34.93	-1.423	0.2974	1.5528
34.94	-1.423	0.2973	1.5528
34.95	-1.423	0.2973	1.5527
34.96	-1.423	0.2972	1.5527
34.97	-1.423	0.2971	1.5526
34.98	-1.4229	0.297	1.5526
34.99	-1.4229	0.297	1.5525
35.0	-1.4228	0.2969	1.5525
35.01	-1.4228	0.2968	1.5524
35.02	-1.4228	0.2967	1.5524
35.03	-1.4228	0.2966	1.5523
35.04	-1.4228	0.2966	1.5522
35.05	-1.4228	0.2965	1.5522
35.06	-1.4228	0.2964	1.5521
35.07	-1.4227	0.2963	1.5521
35.08	-1.4227	0.2962	1.5521
35.09	-1.4227	0.2962	1.552
35.1	-1.4227	0.2961	1.552
35.11	-1.4226	0.296	1.552
35.12	-1.4226	0.2959	1.552
35.13	-1.4226	0.2958	1.552
35.14	-1.4226	0.2958	1.552
35.15	-1.4226	0.2958	1.5519
35.16	-1.4226	0.2957	1.5519
35.17	-1.4226	0.2956	1.5518
35.18	-1.4225	0.2955	1.5517
35.19	-1.4225	0.2954	1.5517
35.2	-1.4225	0.2952	1.5516
35.21	-1.4225	0.2951	1.5515
35.22	-1.4225	0.295	1.5515
35.23	-1.4225	0.2949	1.5514
35.24	-1.4225	0.2948	1.5513
35.25	-1.4225	0.2948	1.5512
35.26	-1.4225	0.2947	1.5512
35.27	-1.4225	0.2947	1.5511
35.28	-1.4225	0.2946	1.551
35.29	-1.4225	0.2945	1.551
35.3	-1.4226	0.2944	1.5509
35.31	-1.4226	0.2943	1.5508
35.32	-1.4226	0.2941	1.5506
35.33	-1.4226	0.294	1.5505
35.34	-1.4227	0.2939	1.5504
35.35	-1.4227	0.2938	1.5503
35.36	-1.4227	0.2937	1.5502
35.37	-1.4227	0.2936	1.5502
35.38	-1.4228	0.2936	1.5501
35.39	-1.4228	0.2935	1.55
35.4	-1.4228	0.2934	1.55
35.41	-1.4229	0.2933	1.55
35.42	-1.4229	0.2932	1.5499
35.43	-1.423	0.2931	1.5498
35.44	-1.423	0.293	1.5497
35.45	-1.423	0.2929	1.5496
35.46	-1.4231	0.2928	1.5495
35.47	-1.4231	0.2927	1.5494
35.48	-1.4231	0.2926	1.5494
35.49	-1.423	0.2925	1.5493
35.5	-1.423	0.2924	1.5493
35.51	-1.423	0.2923	1.5493
35.52	-1.423	0.2922	1.5492
35.53	-1.4231	0.2922	1.5492
35.54	-1.4231	0.2921	1.5492
35.55	-1.4231	0.292	1.5492
35.56	-1.4231	0.2919	1.5492
35.57	-1.4231	0.2918	1.5492
35.58	-1.4231	0.2917	1.5492
35.59	-1.423	0.2916	1.5491
35.6	-1.423	0.2915	1.5491
35.61	-1.4229	0.2914	1.5491
35.62	-1.4229	0.2913	1.549
35.63	-1.4229	0.2912	1.549
35.64	-1.4229	0.2911	1.549
35.65	-1.423	0.291	1.549
35.66	-1.423	0.2909	1.549
35.67	-1.423	0.2908	1.549
35.68	-1.423	0.2907	1.5491
35.69	-1.423	0.2906	1.549
35.7	-1.423	0.2905	1.5491
35.71	-1.423	0.2904	1.5491
35.72	-1.423	0.2903	1.5491
35.73	-1.423	0.2902	1.5491
35.74	-1.423	0.2901	1.5491
35.75	-1.423	0.29	1.5491
35.76	-1.423	0.2899	1.5491
35.77	-1.423	0.2898	1.5491
35.78	-1.423	0.2896	1.5491
35.79	-1.4231	0.2895	1.5491
35.8	-1.4231	0.2894	1.5491
35.81	-1.4231	0.2894	1.5491
35.82	-1.4232	0.2893	1.5492
35.83	-1.4232	0.2891	1.5492
35.84	-1.4232	0.289	1.5492
35.85	-1.4232	0.2889	1.5492
35.86	-1.4232	0.2888	1.5492
35.87	-1.4232	0.2887	1.5492
35.88	-1.4233	0.2886	1.5492
35.89	-1.4232	0.2885	1.5492
35.9	-1.4232	0.2884	1.5492
35.91	-1.4232	0.2883	1.5491
35.92	-1.4232	0.2883	1.5491
35.93	-1.4232	0.2882	1.5491
35.94	-1.4233	0.288	1.5491
35.95	-1.4233	0.2879	1.5491
35.96	-1.4233	0.2878	1.549
35.97	-1.4233	0.2877	1.549
35.98	-1.4233	0.2875	1.549
35.99	-1.4233	0.2874	1.5489
36.0	-1.4233	0.2873	1.5489
36.01	-1.4234	0.2872	1.5488
36.02	-1.4234	0.287	1.5488
36.03	-1.4234	0.2869	1.5487
36.04	-1.4234	0.2868	1.5487
36.05	-1.4234	0.2867	1.5487
36.06	-1.4234	0.2866	1.5487
36.07	-1.4234	0.2865	1.5486
36.08	-1.4234	0.2864	1.5486
36.09	-1.4233	0.2863	1.5486
36.1	-1.4233	0.2861	1.5485
36.11	-1.4233	0.286	1.5485
36.12	-1.4234	0.2859	1.5484
36.13	-1.4234	0.2857	1.5483
36.14	-1.4234	0.2856	1.5483
36.15	-1.4235	0.2855	1.5482
36.16	-1.4235	0.2853	1.5482
36.17	-1.4235	0.2852	1.5481
36.18	-1.4235	0.2851	1.5481
