Time(s)	Ch1 (FF)	Ch2 (FF)	Ch3 (BF)
7.09	-1.3567	0.2494	1.1831
7.1	-1.3568	0.2488	1.183
7.11	-1.357	0.2482	1.183
7.12	-1.3571	0.2476	1.1829
7.13	-1.3573	0.247	1.1829
7.14	-1.3574	0.2464	1.1828
7.15	-1.3575	0.2458	1.1828
7.16	-1.3576	0.2452	1.1827
7.17	-1.3578	0.2446	1.1826
7.18	-1.3579	0.244	1.1825
7.19	-1.358	0.2435	1.1825
7.2	-1.3581	0.2429	1.1825
7.21	-1.3582	0.2423	1.1824
7.22	-1.3583	0.2416	1.1824
7.23	-1.3584	0.241	1.1824
7.24	-1.3584	0.2404	1.1823
7.25	-1.3584	0.2398	1.1822
7.26	-1.3584	0.2392	1.1822
7.27	-1.3585	0.2386	1.1821
7.28	-1.3585	0.2379	1.182
7.29	-1.3585	0.2373	1.182
7.3	-1.3586	0.2366	1.182
7.31	-1.3586	0.236	1.1819
7.32	-1.3586	0.2353	1.1819
7.33	-1.3586	0.2347	1.1819
7.34	-1.3586	0.2341	1.1819
7.35	-1.3586	0.2334	1.1818
7.36	-1.3585	0.2328	1.1818
7.37	-1.3585	0.2322	1.1818
7.38	-1.3584	0.2316	1.1817
7.39	-1.3584	0.2309	1.1817
7.4	-1.3583	0.2303	1.1817
7.41	-1.3583	0.2296	1.1816
7.42	-1.3583	0.2289	1.1816
7.43	-1.3582	0.2282	1.1815
7.44	-1.3582	0.2276	1.1815
7.45	-1.3582	0.2269	1.1814
7.46	-1.3581	0.2263	1.1814
7.47	-1.3581	0.2257	1.1813
7.48	-1.3581	0.2251	1.1813
7.49	-1.358	0.2245	1.1812
7.5	-1.358	0.2238	1.1812
7.51	-1.3579	0.2232	1.1812
7.52	-1.3579	0.2225	1.1812
7.53	-1.3578	0.2219	1.1811
7.54	-1.3578	0.2212	1.181
7.55	-1.3578	0.2206	1.181
7.56	-1.3578	0.2199	1.1809
7.57	-1.3578	0.2192	1.1809
7.58	-1.3578	0.2186	1.1808
7.59	-1.3578	0.2179	1.1808
7.6	-1.3577	0.2173	1.1807
7.61	-1.3577	0.2166	1.1807
7.62	-1.3577	0.216	1.1806
7.63	-1.3576	0.2154	1.1806
7.64	-1.3576	0.2147	1.1805
7.65	-1.3576	0.2141	1.1804
7.66	-1.3576	0.2134	1.1803
7.67	-1.3576	0.2128	1.1803
7.68	-1.3575	0.2121	1.1803
7.69	-1.3575	0.2115	1.1802
7.7	-1.3575	0.2108	1.1802
7.71	-1.3575	0.2102	1.1801
7.72	-1.3575	0.2095	1.1801
7.73	-1.3574	0.2089	1.18
7.74	-1.3574	0.2082	1.18
7.75	-1.3574	0.2076	1.1799
7.76	-1.3573	0.207	1.1799
7.77	-1.3573	0.2063	1.1798
7.78	-1.3572	0.2057	1.1798
7.79	-1.3571	0.205	1.1797
7.8	-1.357	0.2044	1.1797
7.81	-1.3569	0.2038	1.1796
7.82	-1.3569	0.2032	1.1795
7.83	-1.3568	0.2025	1.1794
7.84	-1.3568	0.2018	1.1794
7.85	-1.3567	0.2012	1.1794
7.86	-1.3566	0.2006	1.1793
7.87	-1.3565	0.1999	1.1792
7.88	-1.3564	0.1993	1.1792
7.89	-1.3563	0.1986	1.1792
7.9	-1.3562	0.198	1.1792
7.91	-1.356	0.1974	1.1791
7.92	-1.3558	0.1967	1.1791
7.93	-1.3557	0.1961	1.1791
7.94	-1.3556	0.1955	1.1791
7.95	-1.3554	0.1949	1.1791
7.96	-1.3552	0.1943	1.1791
7.97	-1.355	0.1937	1.1791
7.98	-1.3549	0.1931	1.179
7.99	-1.3547	0.1925	1.179
8.0	-1.3545	0.1919	1.179
8.01	-1.3544	0.1913	1.179
8.02	-1.3542	0.1907	1.179
8.03	-1.3541	0.1901	1.179
8.04	-1.3539	0.1895	1.179
8.05	-1.3538	0.189	1.1789
8.06	-1.3537	0.1884	1.1789
8.07	-1.3535	0.1879	1.1788
8.08	-1.3533	0.1873	1.1788
8.09	-1.3531	0.1868	1.1788
8.1	-1.353	0.1862	1.1787
8.11	-1.3528	0.1856	1.1787
8.12	-1.3527	0.185	1.1787
8.13	-1.3526	0.1844	1.1787
8.14	-1.3525	0.1839	1.1786
8.15	-1.3524	0.1833	1.1786
8.16	-1.3522	0.1827	1.1786
8.17	-1.3521	0.1822	1.1785
8.18	-1.3519	0.1816	1.1784
8.19	-1.3518	0.181	1.1784
8.2	-1.3516	0.1805	1.1783
8.21	-1.3515	0.1799	1.1782
8.22	-1.3513	0.1793	1.1782
8.23	-1.3512	0.1788	1.1781
8.24	-1.3511	0.1782	1.1781
8.25	-1.351	0.1776	1.1781
8.26	-1.3508	0.177	1.1781
8.27	-1.3506	0.1764	1.1781
8.28	-1.3504	0.1758	1.1781
8.29	-1.3503	0.1753	1.1781
8.3	-1.3501	0.1747	1.1781
8.31	-1.35	0.1741	1.1781
8.32	-1.3498	0.1735	1.178
8.33	-1.3497	0.1729	1.178
8.34	-1.3496	0.1723	1.178
8.35	-1.3494	0.1717	1.1779
8.36	-1.3493	0.1712	1.1779
8.37	-1.3492	0.1706	1.178
8.38	-1.349	0.17	1.178
8.39	-1.3488	0.1694	1.178
8.4	-1.3487	0.1689	1.178
8.41	-1.3485	0.1683	1.1781
8.42	-1.3484	0.1677	1.1781
8.43	-1.3482	0.1672	1.1781
8.44	-1.3481	0.1666	1.1781
8.45	-1.3479	0.166	1.1781
8.46	-1.3478	0.1655	1.1781
8.47	-1.3476	0.1649	1.178
8.48	-1.3475	0.1644	1.178
8.49	-1.3473	0.1638	1.178
8.5	-1.3472	0.1633	1.178
8.51	-1.347	0.1628	1.178
8.52	-1.3468	0.1623	1.178
8.53	-1.3466	0.1617	1.178
8.54	-1.3465	0.1612	1.1781
8.55	-1.3463	0.1606	1.178
8.56	-1.3461	0.1601	1.178
8.57	-1.3459	0.1596	1.178
8.58	-1.3457	0.1591	1.178
8.59	-1.3455	0.1586	1.178
8.6	-1.3453	0.158	1.178
8.61	-1.3451	0.1575	1.178
8.62	-1.3449	0.157	1.178
8.63	-1.3447	0.1565	1.178
8.64	-1.3444	0.1559	1.178
8.65	-1.3442	0.1554	1.178
8.66	-1.344	0.1548	1.178
8.67	-1.3437	0.1543	1.1781
8.68	-1.3435	0.1538	1.1781
8.69	-1.3432	0.1532	1.1781
8.7	-1.3429	0.1527	1.1781
8.71	-1.3427	0.1522	1.1781
8.72	-1.3424	0.1517	1.1781
8.73	-1.3421	0.1511	1.1781
8.74	-1.3419	0.1506	1.1781
8.75	-1.3416	0.1501	1.1782
8.76	-1.3413	0.1496	1.1782
8.77	-1.3409	0.149	1.1782
8.78	-1.3406	0.1485	1.1783
8.79	-1.3403	0.148	1.1784
8.8	-1.34	0.1475	1.1784
8.81	-1.3397	0.1469	1.1785
8.82	-1.3394	0.1464	1.1785
8.83	-1.339	0.1459	1.1786
8.84	-1.3387	0.1454	1.1786
8.85	-1.3383	0.1449	1.1787
8.86	-1.338	0.1445	1.1787
8.87	-1.3376	0.144	1.1788
8.88	-1.3373	0.1435	1.1788
8.89	-1.3369	0.1431	1.1789
8.9	-1.3366	0.1426	1.1789
8.91	-1.3362	0.1422	1.1789
8.92	-1.3359	0.1418	1.179
8.93	-1.3356	0.1413	1.179
8.94	-1.3353	0.1409	1.179
8.95	-1.335	0.1404	1.179
8.96	-1.3347	0.1399	1.179
8.97	-1.3344	0.1394	1.179
8.98	-1.3342	0.1389	1.179
8.99	-1.3339	0.1384	1.179
9.0	-1.3337	0.138	1.179
9.01	-1.3335	0.1375	1.179
9.02	-1.3333	0.1371	1.179
9.03	-1.333	0.1366	1.1789
9.04	-1.3328	0.1361	1.1789
9.05	-1.3327	0.1356	1.1788
9.06	-1.3325	0.1352	1.1788
9.07	-1.3323	0.1347	1.1787
9.08	-1.3321	0.1342	1.1787
9.09	-1.332	0.1336	1.1786
9.1	-1.3319	0.1331	1.1786
9.11	-1.3318	0.1326	1.1785
9.12	-1.3316	0.132	1.1785
9.13	-1.3315	0.1315	1.1785
9.14	-1.3314	0.131	1.1784
9.15	-1.3313	0.1305	1.1784
9.16	-1.3312	0.13	1.1783
9.17	-1.331	0.1295	1.1783
9.18	-1.3308	0.129	1.1782
9.19	-1.3307	0.1285	1.1782
9.2	-1.3305	0.1279	1.1782
9.21	-1.3304	0.1274	1.1782
9.22	-1.3302	0.1269	1.1781
9.23	-1.33	0.1264	1.1781
9.24	-1.3298	0.1259	1.1781
9.25	-1.3296	0.1254	1.1781
9.26	-1.3295	0.125	1.178
9.27	-1.3293	0.1246	1.178
9.28	-1.329	0.1241	1.178
9.29	-1.3288	0.1237	1.1779
9.3	-1.3286	0.1233	1.1779
9.31	-1.3284	0.1229	1.1779
9.32	-1.3281	0.1225	1.1779
9.33	-1.3278	0.1221	1.1779
9.34	-1.3276	0.1217	1.1779
9.35	-1.3273	0.1213	1.1779
9.36	-1.3271	0.1209	1.1779
9.37	-1.3268	0.1206	1.1779
9.38	-1.3266	0.1204	1.1779
9.39	-1.3263	0.1201	1.1779
9.4	-1.3261	0.1198	1.1779
9.41	-1.3258	0.1196	1.1779
9.42	-1.3256	0.1193	1.1779
9.43	-1.3253	0.1191	1.1779
9.44	-1.3251	0.1189	1.1779
9.45	-1.3248	0.1186	1.1779
9.46	-1.3246	0.1184	1.1779
9.47	-1.3244	0.1181	1.1779
9.48	-1.3241	0.1178	1.1779
9.49	-1.3239	0.1175	1.1779
9.5	-1.3236	0.1172	1.1779
9.51	-1.3233	0.1169	1.1779
9.52	-1.3231	0.1166	1.1779
9.53	-1.3228	0.1164	1.1779
9.54	-1.3226	0.1161	1.1779
9.55	-1.3224	0.1158	1.1779
9.56	-1.3222	0.1155	1.1779
9.57	-1.3219	0.1151	1.1779
9.58	-1.3216	0.1148	1.1778
9.59	-1.3214	0.1144	1.1778
9.6	-1.3211	0.1139	1.1778
9.61	-1.3208	0.1134	1.1778
9.62	-1.3205	0.113	1.1777
9.63	-1.3203	0.1125	1.1776
9.64	-1.32	0.112	1.1776
9.65	-1.3197	0.1115	1.1775
9.66	-1.3194	0.1111	1.1775
9.67	-1.3192	0.1106	1.1774
9.68	-1.3189	0.1101	1.1774
9.69	-1.3186	0.1096	1.1774
9.7	-1.3183	0.1091	1.1773
9.71	-1.3181	0.1086	1.1773
9.72	-1.3178	0.108	1.1772
9.73	-1.3176	0.1074	1.1771
9.74	-1.3174	0.1069	1.177
9.75	-1.3172	0.1064	1.1769
9.76	-1.317	0.1059	1.1769
9.77	-1.3169	0.1053	1.1768
9.78	-1.3168	0.1048	1.1768
9.79	-1.3166	0.1043	1.1768
9.8	-1.3165	0.1038	1.1768
9.81	-1.3164	0.1033	1.1768
9.82	-1.3162	0.1028	1.1767
9.83	-1.3161	0.1022	1.1767
9.84	-1.316	0.1017	1.1766
9.85	-1.316	0.1013	1.1766
9.86	-1.3159	0.1008	1.1766
9.87	-1.3158	0.1003	1.1766
9.88	-1.3157	0.0999	1.1766
9.89	-1.3157	0.0994	1.1766
9.9	-1.3156	0.099	1.1767
9.91	-1.3156	0.0985	1.1767
9.92	-1.3155	0.0981	1.1768
9.93	-1.3154	0.0977	1.1768
9.94	-1.3152	0.0973	1.1768
9.95	-1.315	0.0968	1.1769
9.96	-1.3148	0.0964	1.1769
9.97	-1.3147	0.096	1.177
9.98	-1.3144	0.0956	1.177
9.99	-1.3142	0.0952	1.177
10.0	-1.3138	0.0948	1.1771
10.01	-1.3135	0.0944	1.1772
10.02	-1.3132	0.094	1.1773
10.03	-1.3129	0.0936	1.1774
10.04	-1.3125	0.0932	1.1774
10.05	-1.3121	0.0928	1.1775
10.06	-1.3116	0.0925	1.1775
10.07	-1.3111	0.0921	1.1776
10.08	-1.3106	0.0917	1.1776
10.09	-1.31	0.0913	1.1777
10.1	-1.3094	0.0909	1.1777
10.11	-1.3088	0.0906	1.1777
10.12	-1.3083	0.0902	1.1778
10.13	-1.3077	0.0898	1.1778
10.14	-1.3071	0.0894	1.1778
10.15	-1.3065	0.089	1.1777
10.16	-1.3059	0.0886	1.1778
10.17	-1.3053	0.0882	1.1778
10.18	-1.3047	0.0879	1.1778
10.19	-1.3041	0.0875	1.1778
10.2	-1.3036	0.0871	1.1778
10.21	-1.303	0.0868	1.1778
10.22	-1.3025	0.0864	1.1778
10.23	-1.302	0.086	1.1778
10.24	-1.3016	0.0856	1.1778
10.25	-1.3012	0.0852	1.1777
10.26	-1.3009	0.0849	1.1776
10.27	-1.3006	0.0846	1.1776
10.28	-1.3005	0.0842	1.1776
10.29	-1.3004	0.0839	1.1776
10.3	-1.3003	0.0836	1.1776
10.31	-1.3001	0.0832	1.1776
10.32	-1.3	0.0829	1.1776
10.33	-1.2998	0.0826	1.1776
10.34	-1.2997	0.0823	1.1776
10.35	-1.2996	0.082	1.1776
10.36	-1.2996	0.0817	1.1776
10.37	-1.2997	0.0814	1.1776
10.38	-1.2997	0.0811	1.1776
10.39	-1.2998	0.0808	1.1776
10.4	-1.2998	0.0805	1.1777
10.41	-1.2996	0.0802	1.1777
10.42	-1.2992	0.0799	1.1777
10.43	-1.2987	0.0796	1.1778
10.44	-1.2981	0.0792	1.1778
10.45	-1.2974	0.0789	1.1779
10.46	-1.2966	0.0785	1.178
10.47	-1.2956	0.0782	1.178
10.48	-1.2946	0.0779	1.1781
10.49	-1.2936	0.0775	1.1782
10.5	-1.2926	0.0772	1.1783
10.51	-1.2916	0.0769	1.1784
10.52	-1.2906	0.0766	1.1785
10.53	-1.2896	0.0763	1.1786
10.54	-1.2887	0.0759	1.1786
10.55	-1.2877	0.0756	1.1786
10.56	-1.2867	0.0752	1.1787
10.57	-1.2857	0.0749	1.1787
10.58	-1.2846	0.0746	1.1787
10.59	-1.2836	0.0743	1.1787
10.6	-1.2825	0.0739	1.1788
10.61	-1.2815	0.0736	1.1789
10.62	-1.2805	0.0733	1.179
10.63	-1.2796	0.073	1.1791
10.64	-1.2789	0.0726	1.1791
10.65	-1.2782	0.0723	1.1791
10.66	-1.2776	0.072	1.1791
10.67	-1.2771	0.0717	1.179
10.68	-1.2767	0.0714	1.179
10.69	-1.2764	0.0711	1.179
10.7	-1.276	0.0708	1.179
10.71	-1.2757	0.0705	1.179
10.72	-1.2755	0.0702	1.179
10.73	-1.2754	0.0699	1.179
10.74	-1.2753	0.0696	1.179
10.75	-1.275	0.0693	1.1791
10.76	-1.2749	0.069	1.1791
10.77	-1.275	0.0687	1.1791
10.78	-1.2751	0.0684	1.1791
10.79	-1.2754	0.0681	1.1792
10.8	-1.2762	0.0678	1.1792
10.81	-1.2778	0.0675	1.1793
10.82	-1.2793	0.0672	1.1793
10.83	-1.2799	0.0669	1.1794
10.84	-1.2793	0.0667	1.1795
10.85	-1.2776	0.0664	1.1796
10.86	-1.2755	0.0661	1.1797
10.87	-1.2738	0.0658	1.1798
10.88	-1.2731	0.0655	1.1799
10.89	-1.2737	0.0652	1.18
10.9	-1.2765	0.0649	1.1801
10.91	-1.2828	0.0646	1.1802
10.92	-1.2933	0.0644	1.1802
10.93	-1.3087	0.0641	1.1803
10.94	-1.3291	0.0638	1.1804
10.95	-1.3544	0.0635	1.1805
10.96	-1.4041	0.0632	1.1806
10.97	-1.456	0.063	1.1807
10.98	-1.513	0.0627	1.1808
10.99	-1.5716	0.0624	1.1808
11.0	-1.6266	0.0621	1.1808
11.01	-1.6711	0.0618	1.1809
11.02	-1.6982	0.0615	1.1809
11.03	-1.7015	0.0612	1.1809
11.04	-1.6723	0.061	1.1809
11.05	-1.5898	0.0608	1.1809
11.06	-1.3961	0.0606	1.181
11.07	-0.9399	0.0603	1.181
11.08	0.1286	0.06	1.181
11.09	2.5237	0.0598	1.1809
11.1	7.5162	0.0596	1.1809
11.11	17.0079	0.0593	1.1809
11.12	32.9869	0.0591	1.1809
11.13	57.6242	0.0588	1.1808
11.14	89.031	0.0586	1.1808
11.15	122.6445	0.0584	1.1808
11.16	151.8753	0.0582	1.1808
11.17	170.3625	0.058	1.1808
11.18	174.2218	0.0578	1.1808
11.19	164.0602	0.0576	1.1808
11.2	143.8821	0.0573	1.1808
11.21	118.7428	0.0572	1.1808
11.22	92.4131	0.057	1.1808
11.23	67.3329	0.0567	1.1808
11.24	45.8247	0.0565	1.1808
11.25	29.1248	0.0563	1.1808
11.26	17.181	0.0561	1.1808
11.27	9.2833	0.0558	1.1809
11.28	4.4608	0.0556	1.1809
11.29	1.7246	0.0553	1.1809
11.3	0.2716	0.0551	1.1809
11.31	-0.4599	0.0548	1.181
11.32	-0.8157	0.0546	1.181
11.33	-0.9622	0.0544	1.181
11.34	0.8226	0.0542	1.1811
11.35	43.968	0.054	1.1811
11.36	269.5238	0.0538	1.1812
11.37	700.6029	0.0536	1.1812
11.38	1005.8653	0.0533	1.1813
11.39	1039.6534	0.0531	1.1814
11.4	1014.7198	0.0529	1.1814
11.41	994.238	0.0527	1.1815
11.42	966.9548	0.0525	1.1815
11.43	939.8248	0.0523	1.1814
11.44	912.9517	0.0522	1.1814
11.45	885.9182	0.052	1.1814
11.46	859.1543	0.0519	1.1814
11.47	832.5772	0.0518	1.1814
11.48	806.1906	0.0517	1.1813
11.49	780.013	0.0516	1.1813
11.5	754.0414	0.0515	1.1813
11.51	728.2723	0.0515	1.1813
11.52	702.7101	0.0514	1.1812
11.53	677.3576	0.0514	1.1811
11.54	652.2193	0.0513	1.181
11.55	627.2953	0.0511	1.1808
11.56	602.5887	0.051	1.1807
11.57	578.1042	0.0509	1.1806
11.58	553.8457	0.0508	1.1804
11.59	529.8161	0.0508	1.1803
11.6	506.0218	0.0507	1.1801
11.61	482.4709	0.0506	1.18
11.62	459.1698	0.0505	1.1799
11.63	436.1301	0.0503	1.1798
11.64	413.3648	0.0502	1.1796
11.65	390.8825	0.05	1.1795
11.66	368.6972	0.0498	1.1794
11.67	346.8274	0.0496	1.1793
11.68	325.2886	0.0494	1.1792
11.69	304.1004	0.0491	1.1792
11.7	283.2851	0.0489	1.1791
11.71	262.866	0.0486	1.179
11.72	242.8731	0.0484	1.1789
11.73	223.3389	0.0481	1.1788
11.74	204.298	0.0479	1.1787
11.75	185.7906	0.0476	1.1786
11.76	167.8637	0.0473	1.1786
11.77	150.5744	0.047	1.1786
11.78	134.145	0.0468	1.1786
11.79	119.0257	0.0466	1.1786
11.8	104.898	0.0463	1.1786
11.81	91.0278	0.046	1.1785
11.82	77.718	0.0456	1.1785
11.83	65.4687	0.0453	1.1785
11.84	54.3205	0.045	1.1785
11.85	44.3133	0.0447	1.1786
11.86	35.4926	0.0444	1.1786
11.87	27.863	0.0441	1.1786
11.88	21.4045	0.0438	1.1787
11.89	16.0634	0.0436	1.1787
11.9	11.7541	0.0433	1.1787
11.91	8.3661	0.0431	1.1787
11.92	5.7708	0.0428	1.1787
11.93	3.8328	0.0425	1.1788
11.94	2.4193	0.0422	1.1788
11.95	1.4094	0.0419	1.1788
11.96	0.7	0.0417	1.1788
11.97	0.2078	0.0415	1.1788
11.98	-0.1319	0.0413	1.1788
11.99	-0.3668	0.0411	1.1788
12.0	-0.5302	0.0409	1.1789
12.01	-0.646	0.0408	1.1789
12.02	-0.7304	0.0406	1.1789
12.03	-0.7937	0.0404	1.1789
12.04	-0.843	0.0402	1.1789
12.05	-0.8829	0.04	1.1789
12.06	-0.9164	0.0398	1.1789
12.07	-0.9449	0.0396	1.1789
12.08	-0.9696	0.0394	1.1789
12.09	-0.9918	0.0392	1.1801
12.1	-1.0121	0.039	1.1807
12.11	-1.0307	0.0388	1.1808
12.12	-1.0479	0.0384	1.1809
12.13	-1.0639	0.038	1.181
12.14	-1.0786	0.0375	1.1809
12.15	-1.0921	0.037	1.1807
12.16	-1.1048	0.0366	1.1808
12.17	-1.117	0.0363	1.181
12.18	-1.1286	0.0359	1.181
12.19	-1.1392	0.0355	1.1811
12.2	-1.1494	0.0351	1.2116
12.21	-1.1592	0.0346	1.5075
12.22	-1.1681	0.0337	2.0703
12.23	-1.1763	0.0323	2.6514
12.24	-1.1841	0.0308	2.7482
12.25	-1.1916	0.0295	2.7775
12.26	-1.1984	0.0277	2.7408
12.27	-1.2047	0.0253	2.6136
12.28	-1.2108	0.0224	2.5156
12.29	-1.2164	0.0196	2.494
12.3	-1.2214	0.017	2.5286
12.31	-1.2263	0.0152	2.5785
12.32	-1.2309	0.0141	2.6104
12.33	-1.2354	0.0135	2.6172
12.34	-1.2398	0.0135	2.6072
12.35	-1.244	0.0139	2.5889
12.36	-1.248	0.0145	2.5678
12.37	-1.2518	0.0155	2.547
12.38	-1.2554	0.0166	2.526
12.39	-1.259	0.0178	2.5
12.4	-1.2625	0.0187	2.4756
12.41	-1.2659	0.0192	2.4541
12.42	-1.2693	0.0201	2.4344
12.43	-1.2725	0.0214	2.4167
12.44	-1.2754	0.0231	2.3978
12.45	-1.2783	0.0246	2.3769
12.46	-1.2812	0.0259	2.3582
12.47	-1.284	0.0268	2.341
12.48	-1.2867	0.0273	2.325
12.49	-1.2893	0.0278	2.3097
12.5	-1.2918	0.0284	2.2952
12.51	-1.2942	0.029	2.2814
12.52	-1.2965	0.0292	2.2681
12.53	-1.2988	0.029	2.2554
12.54	-1.3009	0.0286	2.2435
12.55	-1.3029	0.0281	2.232
12.56	-1.305	0.0278	2.2207
12.57	-1.307	0.028	2.2097
12.58	-1.3088	0.0287	2.1992
12.59	-1.3105	0.0298	2.1893
12.6	-1.3122	0.0317	2.1801
12.61	-1.3138	0.0342	2.1712
12.62	-1.3154	0.0369	2.1626
12.63	-1.317	0.0402	2.1541
12.64	-1.3184	0.0438	2.1458
12.65	-1.3199	0.0476	2.1378
12.66	-1.3213	0.0518	2.1302
12.67	-1.3226	0.0563	2.123
12.68	-1.3239	0.0609	2.116
12.69	-1.3251	0.0657	2.109
12.7	-1.3262	0.0706	2.1023
12.71	-1.3273	0.0757	2.0958
12.72	-1.3284	0.0808	2.0894
12.73	-1.3294	0.086	2.0832
12.74	-1.3304	0.0912	2.0773
12.75	-1.3314	0.0965	2.0716
12.76	-1.3324	0.1017	2.0661
12.77	-1.3333	0.1069	2.0608
12.78	-1.3341	0.1121	2.0557
12.79	-1.3349	0.1173	2.0507
12.8	-1.3356	0.1226	2.0458
12.81	-1.3364	0.128	2.0412
12.82	-1.3371	0.1333	2.0366
12.83	-1.3377	0.1387	2.0321
12.84	-1.3384	0.1439	2.0278
12.85	-1.339	0.149	2.0236
12.86	-1.3396	0.154	2.0196
12.87	-1.3402	0.1589	2.0156
12.88	-1.3407	0.1636	2.0117
12.89	-1.3412	0.1682	2.0079
12.9	-1.3417	0.1726	2.0043
12.91	-1.3422	0.1767	2.0008
12.92	-1.3427	0.1806	1.9974
12.93	-1.3431	0.1844	1.9941
12.94	-1.3435	0.1881	1.9908
12.95	-1.3438	0.1918	1.9875
12.96	-1.3442	0.1953	1.9842
12.97	-1.3446	0.1986	1.9811
12.98	-1.3449	0.2018	1.9782
12.99	-1.3452	0.2049	1.9754
13.0	-1.3454	0.2078	1.9727
13.01	-1.3457	0.2104	1.9701
13.02	-1.3459	0.213	1.9675
13.03	-1.3462	0.2155	1.965
13.04	-1.3464	0.218	1.9626
13.05	-1.3466	0.2204	1.9601
13.06	-1.3467	0.2228	1.9576
13.07	-1.3469	0.2249	1.9551
13.08	-1.3471	0.2269	1.9527
13.09	-1.3472	0.2289	1.9504
13.1	-1.3474	0.2307	1.9482
13.11	-1.3474	0.2324	1.946
13.12	-1.3475	0.2342	1.9439
13.13	-1.3476	0.2359	1.9419
13.14	-1.3476	0.2375	1.9399
13.15	-1.3476	0.239	1.9379
13.16	-1.3477	0.2404	1.936
13.17	-1.3477	0.2419	1.9341
13.18	-1.3477	0.2433	1.9322
13.19	-1.3477	0.2445	1.9303
13.2	-1.3477	0.2457	1.9286
13.21	-1.3476	0.2468	1.9269
13.22	-1.3476	0.2479	1.9252
13.23	-1.3475	0.2489	1.9236
13.24	-1.3474	0.25	1.922
13.25	-1.3473	0.2508	1.9204
13.26	-1.3472	0.2516	1.9187
13.27	-1.3471	0.2524	1.9171
13.28	-1.3469	0.2531	1.9155
13.29	-1.3468	0.2538	1.914
13.3	-1.3466	0.2545	1.9125
13.31	-1.3465	0.2552	1.911
13.32	-1.3463	0.2559	1.9095
13.33	-1.3461	0.2565	1.9081
13.34	-1.3459	0.2571	1.9066
13.35	-1.3457	0.2576	1.9052
13.36	-1.3454	0.2581	1.9038
13.37	-1.3452	0.2585	1.9023
13.38	-1.3449	0.259	1.9009
13.39	-1.3446	0.2594	1.8996
13.4	-1.3443	0.2598	1.8983
13.41	-1.344	0.2602	1.8969
13.42	-1.3436	0.2606	1.8956
13.43	-1.3433	0.261	1.8943
13.44	-1.3429	0.2614	1.8929
13.45	-1.3425	0.2618	1.8916
13.46	-1.3421	0.2621	1.8903
13.47	-1.3416	0.2624	1.889
13.48	-1.3412	0.2626	1.8878
13.49	-1.3408	0.2629	1.8866
13.5	-1.3402	0.2631	1.8855
13.51	-1.3397	0.2633	1.8843
13.52	-1.3392	0.2635	1.8832
13.53	-1.3386	0.2637	1.882
13.54	-1.338	0.2639	1.8809
13.55	-1.3374	0.264	1.8798
13.56	-1.3367	0.2641	1.8786
13.57	-1.336	0.2641	1.8775
13.58	-1.3354	0.2642	1.8764
13.59	-1.3347	0.2642	1.8754
13.6	-1.3341	0.2642	1.8744
13.61	-1.3334	0.2642	1.8733
13.62	-1.3327	0.2643	1.8722
13.63	-1.3319	0.2643	1.8712
13.64	-1.3312	0.2643	1.8701
13.65	-1.3304	0.2643	1.8691
13.66	-1.3296	0.2642	1.868
13.67	-1.3288	0.2642	1.867
13.68	-1.3279	0.2641	1.866
13.69	-1.3271	0.264	1.865
13.7	-1.3262	0.2638	1.864
13.71	-1.3253	0.2637	1.863
13.72	-1.3244	0.2636	1.862
13.73	-1.3236	0.2635	1.861
13.74	-1.3227	0.2633	1.86
13.75	-1.3218	0.2631	1.8591
13.76	-1.3209	0.2629	1.8581
13.77	-1.3199	0.2627	1.8571
13.78	-1.3189	0.2625	1.8561
13.79	-1.3179	0.2623	1.8551
13.8	-1.3168	0.262	1.8541
13.81	-1.3157	0.2618	1.8531
13.82	-1.3146	0.2615	1.8522
13.83	-1.3135	0.2612	1.8512
13.84	-1.3124	0.2609	1.8504
13.85	-1.3113	0.2606	1.8495
13.86	-1.3102	0.2602	1.8487
13.87	-1.3091	0.2599	1.8478
13.88	-1.308	0.2595	1.8469
13.89	-1.3068	0.2592	1.846
13.9	-1.3056	0.2588	1.8451
13.91	-1.3044	0.2584	1.8442
13.92	-1.3032	0.2581	1.8433
13.93	-1.302	0.2577	1.8424
13.94	-1.3008	0.2572	1.8415
13.95	-1.2996	0.2568	1.8406
13.96	-1.2984	0.2563	1.8398
13.97	-1.2972	0.2558	1.8389
13.98	-1.2959	0.2554	1.8381
13.99	-1.2947	0.2549	1.8373
14.0	-1.2935	0.2545	1.8364
14.01	-1.2923	0.2541	1.8356
14.02	-1.2911	0.2536	1.8347
14.03	-1.2898	0.2532	1.8339
14.04	-1.2886	0.2528	1.833
14.05	-1.2873	0.2524	1.8322
14.06	-1.2861	0.2519	1.8314
14.07	-1.2848	0.2515	1.8306
14.08	-1.2836	0.2511	1.8297
14.09	-1.2824	0.2507	1.8289
14.1	-1.2811	0.2503	1.8281
14.11	-1.2799	0.25	1.8273
14.12	-1.2787	0.2497	1.8265
14.13	-1.2774	0.2494	1.8257
14.14	-1.2762	0.2493	1.8248
14.15	-1.275	0.249	1.824
14.16	-1.2738	0.2488	1.8232
14.17	-1.2725	0.2487	1.8224
14.18	-1.2713	0.2488	1.8216
14.19	-1.2701	0.2491	1.8208
14.2	-1.2689	0.2494	1.82
14.21	-1.2678	0.2499	1.8192
14.22	-1.2666	0.2504	1.8184
14.23	-1.2654	0.251	1.8175
